Category,Message,text_length,clean_text
ham,I just saw ron burgundy captaining a party boat so yeah,55,saw ron burgundy captaining party boat yeah
ham,I'm serious. You are in the money base,38,im serious money base
ham,Already one guy loving you:-.,29,already one guy loving
ham,Staff of placement training in Amrita college.,46,staff placement training amrita college
ham,I always chat with you. In fact i need money can you raise me?,62,always chat fact need money raise
ham,I'm job profile seems like bpo..,32,im job profile seems like bpo
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",192,well give cos said didn‘t one nighters persevered found one cheap apologise advance somewhere sleep isnt
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",287,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
ham,Are you willing to go for apps class.,37,willing go apps class
ham,Hanging out with my brother and his family,42,hanging brother family
ham,No it will reach by 9 only. She telling she will be there. I dont know,70,reach telling dont know
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month,76,hey going quit soon xuhui working till end month
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",114,im sorry bout last nite wasnt ur fault spouse pmt sumthin u give think u shldxxxx
ham,Try neva mate!!,15,try neva mate
ham,Yeah that'd pretty much be the best case scenario,49,yeah thatd pretty much best case scenario
ham,I not free today i haf 2 pick my parents up tonite...,53,free today haf pick parents tonite
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",159,hey babe far spunout spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
ham,Should i send you naughty pix? :),33,send naughty pix
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",149,£ winner guaranteed caller prize final attempt contact claim call ppmpoboxbhambxe
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",157,xmas new years eve tickets sale club day till pm thurs fri sat night week theyre selling fast
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",87,tyler getting th leave long get like hour
ham,Prepare to be pounded every night...,36,prepare pounded every night
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",134,actually mobile full msg work online need send ltgt sent msg wil explain u later
ham,"Sorry, I'll call later",22,sorry ill call later
ham,Good evening! How are you?,26,good evening
ham,I'm at home. Please call,24,im home please call
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,97,oic cos n sis got lunch today dad went dunno whether eat sch wat
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",153,mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,139,pleased inform application airtel broadband processed successfully installation happen within days
ham,What happen dear. Why you silent. I am tensed,45,happen dear silent tensed
ham,"I'll get there at 3, unless you guys want me to come some time sooner",69,ill get unless guys want come time sooner
ham,If you are not coughing then its nothing,40,coughing nothing
ham,Ü come lt 25 n pass to me lar,29,ü come lt n pass lar
ham,I'm e person who's doing e sms survey...,40,im e person whos e sms survey
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,84,lol ok ill try send warned sprint dead slow youll prolly get tomorrow
ham,Thank You meet you monday,25,thank meet monday
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,138,th gower mate r u man good wales ill b back morrow c u wk msg  random
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",152,rock yr chik get filthy films xxx pics yr phone rply filth saristar ltd e yt p per days stop cancel
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",123,single line big meaning miss anything ur best life dont miss ur best life anything gud nyt
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",85,got like ltgt get later though get whatever feel like
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",69,dad wanted talk apartment got late start omw
ham,I love you both too :-),23,love
ham,Lol u still feeling sick?,25,lol u still feeling sick
ham,Din i tell u jus now 420,24,din tell u jus
ham,am up to my eyes in philosophy,30,eyes philosophy
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,161,next month get upto calls ur standard network charge activate call c wirenet stterms pobox uz cost £ min mobcudb
ham,Ok lor. I'm in town now lei.,28,ok lor im town lei
ham,I had it already..sabarish asked me to go..,43,alreadysabarish asked go
ham,No da. . Vijay going to talk in jaya tv,39,da vijay going talk jaya tv
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,156,urgent trying contact u todays draw shows £ prize guaranteed call land line claim j po boxcpm
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,83,lol know hey someone great inpersonation flea forums love
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,68,text banneduk see cost p textoperator gga xxx
ham,Still chance there. If you search hard you will get it..let have a try :),73,still chance search hard get itlet try
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",130,auction round highest bid £ next maximum bid £ bid send bids e g bid £ good luck
ham,Do you always celebrate NY's with your family ?,47,always celebrate nys family
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",322,know taj mahal symbol love lesser known facts mumtaz shahjahans th wife wifes shahjahan killed mumtazs husband marry mumtaz died ltgt th delivery married mumtazs sister question arises hell love great hari
ham,Its ok..come to my home it vl nice to meet and v can chat..,59,okcome home vl nice meet v chat
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,133,collect valentines weekend paris inc flight hotel £ prize guaranteed text paris wwwrtfsphostingcom
ham,Sent me de webadres for geting salary slip,42,sent de webadres geting salary slip
ham,She's fine. Sends her greetings,31,shes fine sends greetings
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,144,customer loyalty offerthe new nokia mobile £ txtauction txt word start get tctxt tc pmtmsg
ham,But you dint in touch with me.,30,dint touch
ham,"Yup, leaving right now, be back soon",36,yup leaving right back soon
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,149,wont believe true incredible txts reply g learn truly amazing things blow mind ofwd ptxt
ham,Yeah sure I'll leave in a min,29,yeah sure ill leave min
ham,And do you have any one that can teach me how to ship cars.,59,one teach ship cars
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",154,sign maturity start saying big things actually start understanding small things nice evening bslvyl
ham,Yeah confirmed for you staying at  that weekend,47,yeah confirmed staying weekend
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,83,said ü dun haf passport smth like dat ü juz send email account
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",126,multiply numbers independently count decimal points division push decimal places like showed
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",128,lovely night wake see message hope smile knowing great morning
ham,Ard 4 lor...,12,ard lor
ham,You are right. Meanwhile how's project twins comin up,53,right meanwhile hows project twins comin
ham,I sent your maga that money yesterday oh.,41,sent maga money yesterday oh
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,142,hi ibh customer loyalty offer new nokia mobile £ txtauctiontxt wordstart get nowt
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,176,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams
